,Tram_2,Tram_10,Tram_13,Tram_24,Tram_38
1856,3.0,7.0,9.0,18.0,13.0
1857,5.0,8.0,5.0,26.0,8.0
1858,5.0,7.0,11.0,10.0,10.0
1859,12.0,10.0,15.0,15.0,15.0
1860,13.0,15.0,6.0,13.0,7.0
1861,9.0,12.0,8.0,7.0,5.0
1862,12.0,16.0,7.0,19.0,22.0
1863,11.0,15.0,16.0,4.0,14.0
1864,8.0,13.0,15.0,18.0,11.0
1865,10.0,15.0,18.0,13.0,12.0
1866,13.0,13.0,15.0,11.0,18.0
1867,13.0,12.0,18.0,19.0,20.0
1868,13.0,13.0,26.0,15.0,12.0
1869,14.0,11.0,17.0,16.0,16.0
1870,12.0,12.0,16.0,14.0,23.0
1871,12.0,13.0,17.0,17.0,14.0
1872,13.0,13.0,13.0,10.0,16.0
1873,13.0,12.0,11.0,11.0,12.0
1874,13.0,11.0,9.0,11.0,16.0
1875,12.0,12.0,13.0,15.0,17.0
1876,13.0,13.0,15.0,17.0,14.0
1877,22.0,13.0,11.0,17.0,19.0
1878,15.0,15.0,14.0,14.0,17.0
1879,8.0,17.0,14.0,13.0,13.0
1880,12.0,27.0,14.0,12.0,12.0
1881,14.0,26.0,16.0,20.0,14.0
1882,15.0,17.0,20.0,22.0,14.0
1883,15.0,13.0,15.0,24.0,11.0
1884,16.0,14.0,5.0,9.0,15.0
1885,16.0,13.0,17.0,11.0,11.0
1886,14.0,16.0,16.0,14.0,16.0
1887,16.0,14.0,32.0,18.0,23.0
1888,16.0,20.0,26.0,23.0,16.0
1889,16.0,17.0,19.0,17.0,11.0
1890,17.0,17.0,14.0,19.0,16.0
1891,16.0,12.0,22.0,32.0,14.0
1892,16.0,16.0,24.0,28.0,12.0
1893,17.0,18.0,15.0,19.0,20.0
1894,16.0,21.0,26.0,28.0,24.0
1895,15.0,19.0,20.0,21.0,18.0
1896,14.0,21.0,22.0,22.0,19.0
1897,14.0,21.0,24.0,21.0,21.0
1898,14.0,22.0,27.0,20.0,18.0
1899,17.0,20.0,30.0,24.0,16.0
1900,16.0,21.0,22.0,20.0,14.0
1901,21.0,18.0,21.0,17.0,24.0
1902,15.0,16.0,23.0,18.0,19.0
1903,17.0,17.0,15.0,18.0,14.0
1904,15.0,21.0,21.0,17.0,15.0
1905,11.0,16.0,21.0,15.0,12.0
1906,12.0,19.0,30.0,23.0,11.0
1907,11.0,18.0,18.0,14.0,11.0
1908,6.0,17.0,21.0,16.0,10.0
1909,9.0,12.0,12.0,13.0,14.0
1910,7.0,12.0,13.0,9.0,19.0
1911,7.0,11.0,18.0,13.0,18.0
1912,9.0,15.0,21.0,23.0,22.0
1913,21.0,23.0,30.0,31.0,25.0
1914,23.0,26.0,28.0,24.0,21.0
1915,20.0,25.0,18.0,28.0,20.0
1916,18.0,24.0,26.0,24.0,22.0
1917,11.0,25.0,23.0,16.0,19.0
1918,8.0,24.0,29.0,23.0,16.0
1919,6.0,17.0,18.0,13.0,10.0
1920,6.0,13.0,12.0,9.0,12.0
1921,9.0,12.0,13.0,3.0,6.0
1922,8.0,9.0,8.0,6.0,11.0
1923,10.0,5.0,8.0,13.0,11.0
1924,9.0,5.0,15.0,12.0,14.0
1925,6.0,7.0,12.0,14.0,11.0
1926,6.0,4.0,11.0,6.0,12.0
1927,17.0,7.0,10.0,17.0,20.0
1928,14.0,6.0,14.0,10.0,18.0
1929,17.0,10.0,10.0,11.0,17.0
1930,12.0,16.0,20.0,19.0,16.0
1931,13.0,16.0,22.0,12.0,17.0
1932,13.0,21.0,25.0,21.0,22.0
1933,7.0,26.0,24.0,17.0,10.0
1934,15.0,19.0,15.0,21.0,12.0
1935,13.0,21.0,21.0,16.0,21.0
1936,16.0,19.0,18.0,13.0,15.0
1937,14.0,19.0,22.0,16.0,13.0
1938,16.0,18.0,22.0,28.0,22.0
1939,14.0,19.0,21.0,19.0,28.0
1940,14.0,19.0,23.0,15.0,31.0
1941,16.0,20.0,20.0,16.0,22.0
1942,14.0,19.0,14.0,19.0,29.0
1943,13.0,16.0,17.0,22.0,15.0
1944,13.0,16.0,16.0,18.0,15.0
1945,12.0,16.0,15.0,16.0,21.0
1946,11.0,17.0,20.0,20.0,15.0
1947,11.0,18.0,17.0,19.0,19.0
1948,14.0,15.0,20.0,18.0,17.0
1949,13.0,15.0,17.0,17.0,18.0
1950,16.0,17.0,20.0,24.0,21.0
1951,16.0,18.0,25.0,21.0,31.0
1952,12.0,18.0,17.0,22.0,19.0
1953,15.0,17.0,17.0,25.0,20.0
1954,12.0,15.0,20.0,22.0,11.0
1955,15.0,17.0,15.0,18.0,15.0
1956,14.0,17.0,19.0,17.0,16.0
1957,12.0,14.0,18.0,18.0,15.0
1958,8.0,16.0,16.0,14.0,16.0
1959,9.0,22.0,14.0,19.0,15.0
1960,15.0,21.0,14.0,28.0,12.0
1961,22.0,22.0,19.0,32.0,21.0
1962,24.0,24.0,21.0,24.0,28.0
1963,23.0,27.0,24.0,35.0,24.0
1964,20.0,22.0,25.0,20.0,27.0
1965,20.0,20.0,19.0,23.0,19.0
1966,18.0,19.0,21.0,21.0,17.0
1967,17.0,18.0,21.0,21.0,19.0
1968,17.0,13.0,16.0,18.0,22.0
1969,18.0,15.0,16.0,16.0,16.0
1970,18.0,17.0,23.0,21.0,17.0
1971,16.0,17.0,19.0,23.0,19.0
1972,17.0,13.0,19.0,24.0,16.0
1973,18.0,11.0,20.0,12.0,20.0
1974,14.0,11.0,28.0,26.0,23.0
1975,15.0,15.0,34.0,27.0,14.0
1976,14.0,22.0,30.0,29.0,19.0
1977,16.0,24.0,26.0,19.0,18.0
1978,15.0,28.0,28.0,23.0,23.0
1979,13.0,33.0,26.0,19.0,25.0
1980,18.0,28.0,31.0,26.0,23.0
1981,15.0,26.0,21.0,20.0,28.0
1982,18.0,24.0,23.0,22.0,21.0
1983,15.0,25.0,21.0,24.0,20.0
1984,15.0,24.0,20.0,23.0,24.0
1985,14.0,21.0,22.0,22.0,23.0
1986,12.0,23.0,23.0,22.0,17.0
1987,13.0,22.0,17.0,19.0,13.0
1988,14.0,19.0,21.0,15.0,22.0
1989,12.0,18.0,18.0,16.0,21.0
1990,8.0,17.0,17.0,12.0,22.0
1991,16.0,17.0,23.0,12.0,19.0
1992,14.0,16.0,17.0,18.0,20.0
1993,13.0,14.0,12.0,20.0,15.0
1994,11.0,12.0,20.0,22.0,19.0
1995,13.0,11.0,23.0,24.0,18.0
1996,9.0,11.0,17.0,7.0,11.0
1997,8.0,15.0,13.0,19.0,10.0
1998,6.0,9.0,14.0,13.0,10.0
1999,6.0,10.0,10.0,12.0,7.0
2000,6.0,12.0,12.0,5.0,5.0
2001,3.0,10.0,18.0,8.0,5.0
2002,1.0,10.0,17.0,6.0,5.0
2003,1.0,11.0,6.0,10.0,6.0
2004,1.0,8.0,13.0,6.0,9.0
2005,5.0,6.0,10.0,6.0,7.0
2006,3.0,5.0,10.0,6.0,9.0
2007,8.0,8.0,10.0,2.0,11.0
2008,8.0,6.0,31.0,4.0,14.0
2009,10.0,10.0,10.0,4.0,16.0
2010,5.0,6.0,16.0,10.0,13.0
2011,3.0,5.0,8.0,6.0,6.0
2012,3.0,4.0,4.0,5.0,1.0
2013,3.0,4.0,8.0,3.0,5.0
2014,2.0,3.0,7.0,6.0,9.0
2015,7.0,4.0,9.0,5.0,8.0
2016,7.0,3.0,1.0,5.0,4.0
2017,10.0,2.0,6.0,2.0,8.0
2018,5.0,2.0,3.0,7.0,10.0
2019,4.0,3.0,7.0,7.0,11.0
2020,5.0,5.0,7.0,7.0,5.0
2021,6.0,5.0,9.0,10.0,9.0
2022,4.0,5.0,6.0,6.0,7.0
2023,4.0,6.0,13.0,11.0,10.0
2024,3.0,3.0,10.0,9.0,7.0
2025,5.0,5.0,10.0,13.0,17.0
2026,5.0,6.0,13.0,15.0,7.0
2027,2.0,9.0,16.0,20.0,6.0
2028,6.0,14.0,15.0,12.0,6.0
2029,8.0,18.0,15.0,6.0,9.0
2030,6.0,12.0,12.0,4.0,16.0
2031,6.0,13.0,5.0,6.0,12.0
2032,7.0,9.0,11.0,5.0,4.0
2033,7.0,8.0,10.0,3.0,7.0
2034,7.0,8.0,11.0,5.0,4.0
2035,6.0,9.0,12.0,11.0,6.0
2036,5.0,9.0,8.0,7.0,7.0
2037,4.0,9.0,11.0,8.0,5.0
2038,4.0,8.0,14.0,8.0,2.0
2039,5.0,10.0,10.0,11.0,12.0
2040,6.0,9.0,12.0,9.0,4.0
2041,6.0,14.0,11.0,11.0,8.0
2042,5.0,10.0,11.0,13.0,11.0
2043,9.0,11.0,15.0,12.0,14.0
2044,10.0,15.0,10.0,11.0,9.0
2045,9.0,12.0,10.0,9.0,10.0
2046,4.0,11.0,11.0,6.0,5.0
2047,4.0,15.0,11.0,9.0,5.0
2048,2.0,14.0,10.0,14.0,5.0
2049,3.0,12.0,15.0,14.0,12.0
2050,3.0,14.0,18.0,12.0,13.0
2051,8.0,12.0,19.0,16.0,11.0
2052,9.0,15.0,19.0,12.0,11.0
2053,7.0,18.0,20.0,19.0,9.0
2054,7.0,21.0,22.0,12.0,10.0
2055,9.0,15.0,16.0,19.0,11.0
2056,11.0,16.0,12.0,17.0,15.0
2057,7.0,18.0,23.0,17.0,14.0
2058,11.0,16.0,19.0,19.0,13.0
2059,10.0,19.0,19.0,14.0,10.0
2060,8.0,20.0,24.0,20.0,11.0
2061,9.0,24.0,22.0,18.0,11.0
2062,7.0,16.0,18.0,24.0,11.0
2063,1.0,18.0,15.0,17.0,12.0
2064,6.0,18.0,15.0,9.0,10.0
2065,4.0,14.0,11.0,16.0,12.0
2066,7.0,13.0,10.0,7.0,7.0
2067,3.0,14.0,14.0,2.0,1.0
2068,3.0,10.0,14.0,7.0,5.0
2069,10.0,7.0,15.0,13.0,11.0
2070,5.0,6.0,3.0,6.0,11.0
2071,4.0,4.0,13.0,10.0,11.0
2072,8.0,7.0,11.0,10.0,15.0
2073,9.0,11.0,14.0,9.0,15.0
2074,12.0,12.0,10.0,9.0,12.0
2075,14.0,13.0,23.0,10.0,16.0
2076,14.0,13.0,14.0,12.0,16.0
2077,12.0,11.0,21.0,12.0,15.0
2078,14.0,9.0,17.0,16.0,17.0
2079,14.0,10.0,18.0,23.0,13.0
2080,9.0,9.0,23.0,18.0,14.0
2081,11.0,14.0,11.0,26.0,24.0
2082,13.0,16.0,23.0,29.0,28.0
2083,13.0,20.0,27.0,25.0,28.0
2084,22.0,25.0,27.0,27.0,17.0
2085,21.0,25.0,28.0,22.0,24.0
2086,19.0,26.0,28.0,25.0,21.0
2087,18.0,28.0,29.0,21.0,22.0
2088,20.0,17.0,31.0,20.0,19.0
2089,20.0,16.0,19.0,21.0,26.0
2090,19.0,12.0,23.0,18.0,23.0
2091,15.0,14.0,13.0,18.0,18.0
2092,15.0,14.0,17.0,16.0,19.0
2093,9.0,12.0,21.0,16.0,27.0
2094,8.0,10.0,14.0,4.0,19.0
2095,10.0,9.0,7.0,6.0,10.0
2096,9.0,15.0,7.0,5.0,7.0
2097,7.0,12.0,12.0,10.0,14.0
2098,7.0,10.0,19.0,11.0,11.0
2099,7.0,12.0,12.0,11.0,16.0
2100,8.0,12.0,10.0,14.0,6.0
2101,5.0,12.0,12.0,6.0,4.0
2102,8.0,10.0,11.0,4.0,6.0
2103,4.0,10.0,16.0,5.0,12.0
2104,6.0,9.0,12.0,10.0,7.0
2105,14.0,7.0,1.0,10.0,9.0
2106,17.0,5.0,9.0,12.0,19.0
2107,16.0,7.0,16.0,20.0,18.0
2108,14.0,14.0,20.0,19.0,20.0
2109,14.0,20.0,24.0,21.0,19.0
2110,15.0,20.0,24.0,17.0,18.0
2111,16.0,18.0,28.0,18.0,13.0
2112,15.0,17.0,18.0,18.0,19.0
2113,15.0,18.0,26.0,18.0,22.0
2114,14.0,19.0,21.0,27.0,19.0
2115,14.0,17.0,20.0,18.0,18.0
2116,11.0,12.0,15.0,16.0,16.0
2117,11.0,8.0,9.0,9.0,16.0
2118,12.0,7.0,6.0,7.0,7.0
2119,9.0,4.0,12.0,10.0,13.0
2120,5.0,4.0,11.0,8.0,8.0
2121,4.0,5.0,6.0,4.0,5.0
2122,9.0,4.0,4.0,7.0,13.0
2123,5.0,2.0,3.0,4.0,12.0
2124,2.0,4.0,5.0,7.0,10.0
2125,4.0,1.0,8.0,4.0,3.0
2126,5.0,4.0,3.0,9.0,1.0
2127,4.0,3.0,5.0,4.0,2.0
2128,5.0,5.0,7.0,4.0,1.0
2129,3.0,5.0,11.0,7.0,8.0
2130,3.0,3.0,9.0,4.0,1.0
2131,4.0,7.0,12.0,12.0,6.0
2132,4.0,7.0,6.0,8.0,13.0
2133,4.0,7.0,7.0,10.0,8.0
2134,4.0,8.0,10.0,4.0,4.0
2135,3.0,8.0,5.0,3.0,8.0
2136,2.0,9.0,5.0,4.0,6.0
2137,5.0,10.0,12.0,4.0,3.0
2138,4.0,10.0,8.0,6.0,1.0
2139,4.0,11.0,13.0,6.0,3.0
2140,3.0,13.0,11.0,9.0,4.0
2141,5.0,14.0,11.0,9.0,7.0
2142,4.0,16.0,10.0,8.0,9.0
2143,3.0,8.0,10.0,2.0,8.0
2144,7.0,4.0,6.0,8.0,9.0
2145,7.0,5.0,14.0,3.0,11.0
2146,7.0,5.0,13.0,1.0,11.0
2147,7.0,6.0,10.0,4.0,6.0
2148,14.0,10.0,4.0,4.0,6.0
2149,13.0,9.0,9.0,1.0,8.0
2150,8.0,9.0,2.0,7.0,10.0
2151,6.0,7.0,4.0,4.0,13.0
2152,5.0,7.0,8.0,12.0,15.0
2153,9.0,5.0,10.0,4.0,14.0
2154,9.0,4.0,7.0,10.0,18.0
2155,4.0,4.0,6.0,13.0,14.0
2156,3.0,4.0,11.0,17.0,14.0
2157,1.0,5.0,12.0,10.0,7.0
2158,1.0,4.0,8.0,10.0,11.0
2159,3.0,4.0,10.0,2.0,4.0
2160,1.0,5.0,7.0,4.0,6.0
2161,1.0,4.0,6.0,4.0,6.0
2162,1.0,5.0,7.0,4.0,6.0
2163,2.0,7.0,10.0,4.0,4.0
2164,2.0,7.0,14.0,6.0,4.0
2165,2.0,4.0,9.0,5.0,8.0
2166,1.0,4.0,9.0,4.0,6.0
2167,1.0,6.0,10.0,8.0,2.0
2168,2.0,5.0,5.0,5.0,4.0
2169,8.0,5.0,9.0,14.0,7.0
2170,5.0,9.0,7.0,15.0,7.0
2171,4.0,9.0,10.0,13.0,18.0
2172,6.0,11.0,16.0,16.0,41.0
2173,15.0,14.0,16.0,8.0,54.0
2174,6.0,16.0,23.0,12.0,55.0
2175,13.0,20.0,21.0,11.0,64.0
2176,17.0,22.0,19.0,22.0,51.0
2177,10.0,21.0,27.0,34.0,54.0
2178,10.0,16.0,21.0,28.0,40.0
2179,7.0,11.0,22.0,13.0,18.0
2180,3.0,11.0,17.0,16.0,19.0
2181,4.0,7.0,20.0,11.0,10.0
2182,4.0,7.0,19.0,10.0,10.0
2183,6.0,8.0,17.0,5.0,13.0
2184,7.0,10.0,15.0,4.0,9.0
2185,9.0,6.0,12.0,6.0,19.0
2186,11.0,9.0,14.0,11.0,17.0
2187,20.0,8.0,11.0,14.0,14.0
2188,19.0,11.0,11.0,15.0,11.0
2189,15.0,22.0,16.0,19.0,13.0
2190,17.0,29.0,19.0,15.0,9.0
2191,20.0,30.0,18.0,11.0,16.0
2192,26.0,29.0,26.0,22.0,18.0
2193,14.0,38.0,36.0,25.0,19.0
2194,7.0,36.0,30.0,22.0,37.0
2195,7.0,35.0,37.0,23.0,24.0
2196,9.0,33.0,33.0,25.0,20.0
2197,13.0,37.0,39.0,26.0,23.0
2198,19.0,33.0,34.0,17.0,20.0
2199,15.0,25.0,23.0,22.0,25.0
2200,16.0,23.0,22.0,17.0,17.0
2201,18.0,17.0,16.0,12.0,15.0
2202,17.0,16.0,20.0,19.0,15.0
2203,19.0,17.0,28.0,19.0,23.0
2204,18.0,19.0,24.0,20.0,22.0
2205,17.0,21.0,22.0,20.0,18.0
2206,18.0,20.0,19.0,17.0,20.0
2207,17.0,19.0,30.0,22.0,20.0
2208,17.0,26.0,34.0,17.0,17.0
2209,17.0,30.0,41.0,19.0,22.0
2210,18.0,32.0,42.0,29.0,22.0
2211,17.0,25.0,38.0,45.0,22.0
2212,18.0,22.0,34.0,31.0,24.0
2213,19.0,24.0,37.0,29.0,19.0
2214,20.0,43.0,32.0,28.0,22.0
2215,18.0,43.0,27.0,31.0,23.0
2216,16.0,35.0,37.0,26.0,13.0
2217,16.0,37.0,36.0,23.0,24.0
2218,17.0,39.0,36.0,18.0,22.0
2219,19.0,42.0,24.0,17.0,19.0
2220,19.0,36.0,24.0,24.0,22.0
2221,19.0,26.0,20.0,20.0,18.0
2222,17.0,23.0,25.0,23.0,14.0
2223,14.0,21.0,25.0,16.0,13.0
2224,14.0,22.0,21.0,14.0,13.0
2225,11.0,19.0,19.0,4.0,7.0
2226,8.0,15.0,15.0,9.0,16.0
2227,8.0,14.0,13.0,7.0,9.0
2228,7.0,16.0,14.0,11.0,6.0
2229,6.0,15.0,10.0,8.0,12.0
2230,2.0,15.0,12.0,9.0,12.0
2231,5.0,14.0,20.0,11.0,6.0
2232,7.0,13.0,14.0,10.0,10.0
2233,8.0,13.0,18.0,8.0,12.0
2234,7.0,12.0,17.0,9.0,12.0
2235,9.0,13.0,10.0,14.0,10.0
2236,8.0,13.0,12.0,10.0,11.0
2237,9.0,13.0,20.0,10.0,12.0
2238,6.0,13.0,16.0,10.0,19.0
2239,6.0,12.0,18.0,9.0,16.0
2240,8.0,15.0,18.0,14.0,11.0
2241,5.0,16.0,12.0,11.0,11.0
2242,21.0,19.0,16.0,8.0,11.0
2243,21.0,13.0,9.0,10.0,12.0
2244,15.0,15.0,13.0,12.0,16.0
2245,12.0,15.0,14.0,12.0,16.0
2246,12.0,18.0,20.0,16.0,10.0
2247,13.0,18.0,23.0,22.0,13.0
2248,13.0,14.0,15.0,18.0,14.0
2249,12.0,16.0,21.0,16.0,13.0
2250,13.0,19.0,21.0,17.0,16.0
2251,14.0,19.0,27.0,16.0,13.0
2252,21.0,20.0,24.0,16.0,12.0
2253,20.0,25.0,16.0,20.0,17.0
2254,20.0,30.0,20.0,24.0,16.0
2255,16.0,26.0,22.0,26.0,16.0
2256,13.0,24.0,36.0,28.0,18.0
2257,15.0,26.0,25.0,24.0,14.0
2258,14.0,25.0,26.0,23.0,23.0
2259,12.0,20.0,26.0,20.0,13.0
2260,13.0,17.0,19.0,16.0,14.0
2261,13.0,15.0,24.0,16.0,19.0
2262,10.0,18.0,17.0,10.0,20.0
2263,10.0,14.0,21.0,14.0,19.0
2264,8.0,15.0,9.0,17.0,12.0
2265,5.0,23.0,15.0,10.0,12.0
2266,7.0,15.0,11.0,9.0,12.0
2267,8.0,17.0,14.0,3.0,9.0
2268,9.0,16.0,11.0,10.0,21.0
2269,12.0,17.0,13.0,6.0,12.0
2270,18.0,17.0,15.0,8.0,15.0
2271,14.0,12.0,11.0,9.0,17.0
2272,15.0,11.0,14.0,15.0,14.0
2273,14.0,16.0,14.0,12.0,10.0
2274,14.0,8.0,9.0,10.0,15.0
2275,10.0,9.0,17.0,11.0,14.0
2276,11.0,8.0,13.0,8.0,18.0
2277,9.0,7.0,14.0,15.0,14.0
2278,8.0,8.0,10.0,14.0,8.0
2279,9.0,8.0,10.0,16.0,12.0
2280,7.0,8.0,10.0,11.0,13.0
2281,7.0,10.0,13.0,15.0,12.0
2282,9.0,9.0,17.0,12.0,14.0
2283,11.0,9.0,12.0,6.0,18.0
2284,9.0,8.0,9.0,6.0,14.0
2285,5.0,6.0,10.0,8.0,19.0
2286,6.0,6.0,9.0,7.0,14.0
2287,5.0,6.0,14.0,16.0,12.0
2288,6.0,7.0,14.0,15.0,13.0
2289,6.0,8.0,10.0,14.0,9.0
2290,6.0,5.0,7.0,8.0,9.0
2291,4.0,5.0,11.0,10.0,7.0
2292,6.0,6.0,7.0,11.0,11.0
2293,4.0,5.0,8.0,6.0,11.0
2294,4.0,4.0,7.0,6.0,8.0
2295,3.0,3.0,1.0,2.0,8.0
2296,3.0,5.0,5.0,10.0,16.0
2297,7.0,5.0,8.0,7.0,12.0
2298,3.0,6.0,4.0,7.0,10.0
2299,5.0,5.0,8.0,4.0,11.0
2300,5.0,3.0,7.0,11.0,4.0
2301,3.0,5.0,2.0,8.0,6.0
2302,2.0,4.0,7.0,9.0,9.0
2303,2.0,3.0,5.0,8.0,9.0
2304,1.0,4.0,6.0,1.0,5.0
2305,3.0,4.0,2.0,3.0,8.0
2306,2.0,4.0,5.0,12.0,10.0
2307,2.0,3.0,4.0,3.0,4.0
2308,1.0,5.0,7.0,6.0,8.0
2309,2.0,6.0,7.0,5.0,6.0
2310,2.0,4.0,6.0,7.0,12.0
2311,2.0,6.0,12.0,1.0,9.0
2312,2.0,8.0,10.0,8.0,10.0
2313,3.0,10.0,13.0,17.0,6.0
2314,4.0,15.0,9.0,11.0,5.0
2315,3.0,15.0,15.0,11.0,10.0
2316,5.0,14.0,12.0,13.0,14.0
2317,5.0,15.0,15.0,15.0,9.0
2318,6.0,11.0,10.0,15.0,10.0
2319,7.0,17.0,16.0,8.0,9.0
2320,11.0,14.0,17.0,17.0,9.0
2321,10.0,14.0,17.0,16.0,12.0
2322,11.0,14.0,14.0,18.0,13.0
2323,9.0,14.0,21.0,13.0,9.0
2324,9.0,17.0,13.0,19.0,17.0
2325,10.0,15.0,17.0,15.0,13.0
2326,8.0,16.0,19.0,19.0,13.0
2327,7.0,17.0,16.0,20.0,12.0
2328,7.0,19.0,17.0,18.0,10.0
2329,7.0,19.0,16.0,19.0,17.0
2330,9.0,19.0,14.0,22.0,13.0
2331,8.0,18.0,16.0,20.0,15.0
2332,11.0,29.0,19.0,17.0,22.0
2333,11.0,21.0,25.0,15.0,12.0
2334,16.0,23.0,23.0,22.0,21.0
2335,15.0,22.0,21.0,22.0,19.0
2336,19.0,27.0,24.0,25.0,23.0
2337,20.0,35.0,21.0,33.0,21.0
2338,25.0,27.0,21.0,28.0,26.0
2339,26.0,26.0,12.0,24.0,29.0
2340,26.0,28.0,18.0,29.0,27.0
2341,28.0,15.0,24.0,28.0,29.0
2342,28.0,14.0,18.0,23.0,22.0
2343,27.0,15.0,21.0,24.0,26.0
2344,17.0,12.0,19.0,16.0,28.0
2345,9.0,10.0,13.0,18.0,44.0
2346,6.0,8.0,11.0,10.0,23.0
2347,6.0,8.0,13.0,5.0,14.0
2348,5.0,6.0,10.0,14.0,6.0
2349,4.0,7.0,7.0,10.0,9.0
2350,4.0,7.0,6.0,11.0,10.0
2351,2.0,7.0,6.0,8.0,13.0
2352,3.0,7.0,9.0,7.0,7.0
2353,5.0,7.0,4.0,9.0,6.0
2354,4.0,8.0,10.0,8.0,10.0
2355,3.0,9.0,12.0,2.0,8.0
2356,4.0,9.0,7.0,7.0,10.0
2357,2.0,9.0,10.0,8.0,10.0
2358,4.0,11.0,13.0,11.0,7.0
2359,3.0,9.0,11.0,16.0,6.0
2360,4.0,11.0,17.0,10.0,10.0
2361,5.0,10.0,15.0,7.0,14.0
2362,6.0,11.0,15.0,17.0,13.0
2363,7.0,17.0,18.0,15.0,15.0
2364,10.0,16.0,16.0,16.0,18.0
2365,9.0,15.0,13.0,16.0,29.0
2366,8.0,17.0,30.0,24.0,33.0
2367,8.0,18.0,24.0,17.0,20.0
2368,8.0,22.0,21.0,23.0,14.0
2369,6.0,26.0,21.0,18.0,20.0
2370,7.0,23.0,23.0,15.0,12.0
2371,8.0,23.0,26.0,21.0,27.0
2372,8.0,24.0,26.0,25.0,20.0
2373,8.0,23.0,32.0,22.0,25.0
2374,8.0,29.0,23.0,26.0,26.0
2375,9.0,27.0,26.0,22.0,24.0
2376,8.0,28.0,28.0,23.0,23.0
2377,12.0,28.0,23.0,28.0,21.0
2378,16.0,28.0,25.0,25.0,20.0
2379,16.0,30.0,28.0,31.0,22.0
2380,17.0,34.0,24.0,25.0,16.0
2381,14.0,26.0,20.0,12.0,13.0
2382,6.0,13.0,4.0,8.0,9.0
2383,5.0,4.0,8.0,3.0,7.0
2384,3.0,6.0,13.0,6.0,7.0
2385,4.0,7.0,15.0,7.0,3.0
2386,3.0,5.0,7.0,10.0,6.0
2387,3.0,5.0,5.0,1.0,5.0
2388,3.0,3.0,6.0,4.0,6.0
2389,2.0,4.0,6.0,5.0,3.0
2390,2.0,7.0,11.0,8.0,5.0
2391,3.0,5.0,8.0,14.0,7.0
2392,2.0,6.0,7.0,8.0,5.0
2393,2.0,9.0,2.0,5.0,4.0
2394,1.0,8.0,10.0,3.0,5.0
2395,1.0,7.0,4.0,5.0,14.0
2396,2.0,9.0,6.0,8.0,1.0
2397,4.0,8.0,9.0,6.0,5.0
2398,4.0,6.0,4.0,6.0,16.0
2399,5.0,5.0,9.0,10.0,9.0
2400,4.0,5.0,9.0,7.0,10.0
2401,5.0,7.0,5.0,9.0,8.0
2402,5.0,5.0,7.0,10.0,12.0
2403,5.0,6.0,10.0,3.0,14.0
2404,6.0,6.0,10.0,2.0,6.0
2405,5.0,5.0,8.0,10.0,9.0
2406,6.0,5.0,10.0,8.0,8.0
2407,5.0,10.0,11.0,5.0,11.0
2408,9.0,11.0,13.0,16.0,12.0
2409,4.0,12.0,10.0,9.0,11.0
2410,2.0,14.0,13.0,6.0,7.0
2411,3.0,20.0,12.0,11.0,12.0
2412,4.0,19.0,12.0,7.0,6.0
2413,6.0,14.0,4.0,8.0,20.0
2414,8.0,13.0,14.0,14.0,10.0
2415,6.0,9.0,5.0,11.0,6.0
2416,7.0,10.0,11.0,5.0,7.0
2417,9.0,7.0,13.0,6.0,3.0
2418,7.0,9.0,11.0,12.0,6.0
2419,12.0,7.0,13.0,16.0,6.0
2420,10.0,10.0,14.0,17.0,7.0
2421,10.0,10.0,12.0,16.0,5.0
2422,12.0,11.0,6.0,15.0,8.0
2423,13.0,11.0,8.0,18.0,15.0
2424,14.0,11.0,13.0,16.0,8.0
2425,12.0,12.0,13.0,11.0,10.0
2426,11.0,12.0,19.0,13.0,14.0
2427,11.0,12.0,10.0,13.0,12.0
2428,11.0,12.0,10.0,12.0,8.0
2429,11.0,11.0,20.0,16.0,8.0
2430,10.0,12.0,16.0,17.0,12.0
2431,10.0,12.0,16.0,8.0,14.0
2432,8.0,20.0,16.0,12.0,18.0
2433,10.0,19.0,14.0,10.0,6.0
2434,14.0,14.0,10.0,8.0,11.0
2435,13.0,14.0,9.0,11.0,16.0
2436,15.0,15.0,17.0,19.0,16.0
2437,17.0,19.0,15.0,10.0,9.0
2438,15.0,19.0,22.0,19.0,16.0
2439,9.0,18.0,26.0,13.0,17.0
2440,11.0,16.0,22.0,12.0,13.0
2441,15.0,13.0,16.0,18.0,16.0
2442,22.0,15.0,26.0,17.0,15.0
2443,25.0,13.0,29.0,17.0,22.0
2444,22.0,13.0,32.0,15.0,14.0
2445,24.0,12.0,21.0,17.0,14.0
2446,25.0,13.0,12.0,21.0,16.0
2447,22.0,16.0,18.0,18.0,14.0
2448,21.0,15.0,17.0,17.0,20.0
2449,23.0,13.0,19.0,19.0,21.0
2450,13.0,13.0,19.0,16.0,19.0
2451,10.0,12.0,19.0,13.0,20.0
2452,12.0,12.0,17.0,11.0,16.0
2453,11.0,15.0,9.0,14.0,20.0
2454,11.0,16.0,19.0,13.0,14.0
2455,14.0,16.0,15.0,17.0,14.0
2456,13.0,16.0,16.0,22.0,19.0
2457,13.0,20.0,23.0,17.0,13.0
2458,13.0,21.0,21.0,20.0,18.0
2459,14.0,20.0,23.0,26.0,18.0
2460,12.0,24.0,23.0,24.0,19.0
2461,12.0,26.0,28.0,21.0,15.0
2462,13.0,26.0,20.0,19.0,14.0
