,Tram_2,Tram_10,Tram_13,Tram_24,Tram_38
3070,6.0,4.0,9.0,7.0,2.0
3071,7.0,4.0,8.0,10.0,3.0
3072,6.0,7.0,3.0,3.0,11.0
3073,3.0,5.0,6.0,3.0,3.0
3074,3.0,5.0,5.0,6.0,4.0
3075,3.0,4.0,1.0,10.0,10.0
3076,3.0,5.0,2.0,5.0,5.0
3077,4.0,4.0,9.0,8.0,4.0
3078,3.0,8.0,6.0,3.0,9.0
3079,3.0,10.0,2.0,11.0,2.0
3080,6.0,8.0,9.0,5.0,9.0
3081,5.0,13.0,14.0,10.0,5.0
3082,6.0,15.0,14.0,15.0,7.0
3083,3.0,14.0,9.0,11.0,4.0
3084,3.0,7.0,6.0,12.0,7.0
3085,4.0,5.0,7.0,8.0,8.0
3086,6.0,5.0,4.0,6.0,8.0
3087,4.0,5.0,8.0,10.0,5.0
3088,4.0,5.0,8.0,4.0,9.0
3089,5.0,5.0,6.0,13.0,9.0
3090,4.0,7.0,2.0,7.0,11.0
3091,5.0,7.0,7.0,11.0,10.0
3092,7.0,7.0,6.0,10.0,2.0
3093,6.0,6.0,9.0,8.0,7.0
3094,5.0,5.0,11.0,11.0,6.0
3095,4.0,6.0,9.0,6.0,8.0
3096,3.0,7.0,5.0,7.0,8.0
3097,3.0,5.0,8.0,2.0,6.0
3098,6.0,5.0,3.0,8.0,8.0
3099,4.0,6.0,4.0,7.0,11.0
3100,3.0,7.0,7.0,6.0,9.0
3101,3.0,6.0,11.0,6.0,7.0
3102,2.0,6.0,16.0,12.0,1.0
3103,4.0,10.0,10.0,10.0,8.0
3104,2.0,8.0,8.0,11.0,9.0
3105,1.0,13.0,1.0,9.0,7.0
3106,4.0,8.0,2.0,8.0,14.0
3107,4.0,5.0,9.0,12.0,4.0
3108,5.0,8.0,4.0,3.0,2.0
3109,6.0,9.0,6.0,9.0,7.0
3110,6.0,10.0,9.0,9.0,5.0
3111,6.0,8.0,8.0,6.0,7.0
3112,6.0,10.0,8.0,5.0,1.0
3113,5.0,7.0,5.0,9.0,1.0
3114,3.0,9.0,3.0,4.0,1.0
3115,2.0,5.0,4.0,8.0,1.0
3116,5.0,6.0,3.0,3.0,1.0
3117,3.0,6.0,6.0,7.0,4.0
3118,3.0,4.0,2.0,7.0,6.0
3119,3.0,6.0,4.0,4.0,1.0
3120,4.0,8.0,8.0,5.0,8.0
3121,4.0,4.0,9.0,4.0,5.0
3122,4.0,9.0,7.0,6.0,14.0
3123,4.0,11.0,14.0,5.0,10.0
3124,4.0,18.0,14.0,13.0,11.0
3125,6.0,13.0,19.0,20.0,11.0
3126,8.0,12.0,14.0,15.0,15.0
3127,11.0,15.0,13.0,15.0,12.0
3128,13.0,14.0,19.0,23.0,16.0
3129,15.0,15.0,8.0,16.0,24.0
3130,17.0,18.0,11.0,9.0,14.0
3131,18.0,14.0,9.0,14.0,11.0
3132,15.0,13.0,18.0,9.0,17.0
3133,13.0,18.0,17.0,10.0,16.0
3134,16.0,9.0,14.0,17.0,14.0
3135,18.0,11.0,7.0,10.0,13.0
3136,19.0,11.0,12.0,27.0,24.0
3137,22.0,11.0,12.0,26.0,28.0
3138,27.0,10.0,6.0,28.0,24.0
3139,30.0,12.0,13.0,40.0,28.0
3140,34.0,14.0,15.0,34.0,30.0
3141,32.0,12.0,14.0,28.0,30.0
3142,30.0,16.0,11.0,19.0,29.0
3143,26.0,16.0,25.0,17.0,24.0
3144,21.0,16.0,26.0,22.0,25.0
3145,18.0,18.0,22.0,30.0,20.0
3146,17.0,18.0,22.0,31.0,23.0
3147,16.0,12.0,21.0,27.0,20.0
3148,16.0,15.0,24.0,23.0,22.0
3149,17.0,14.0,20.0,21.0,19.0
3150,17.0,15.0,11.0,25.0,26.0
3151,15.0,16.0,15.0,13.0,21.0
3152,15.0,17.0,17.0,15.0,22.0
3153,17.0,20.0,23.0,20.0,14.0
3154,16.0,16.0,21.0,24.0,21.0
3155,19.0,18.0,26.0,25.0,17.0
3156,17.0,16.0,16.0,20.0,20.0
3157,15.0,16.0,19.0,17.0,19.0
3158,15.0,12.0,22.0,18.0,18.0
3159,11.0,13.0,14.0,16.0,10.0
3160,9.0,11.0,12.0,19.0,12.0
3161,7.0,10.0,11.0,13.0,11.0
3162,10.0,10.0,5.0,21.0,8.0
3163,7.0,6.0,8.0,6.0,12.0
3164,7.0,7.0,10.0,9.0,6.0
3165,6.0,7.0,11.0,7.0,7.0
3166,5.0,7.0,6.0,9.0,4.0
3167,5.0,7.0,12.0,6.0,4.0
3168,5.0,7.0,5.0,3.0,4.0
3169,6.0,6.0,5.0,3.0,7.0
3170,5.0,7.0,7.0,9.0,7.0
3171,6.0,7.0,11.0,9.0,5.0
3172,7.0,10.0,10.0,9.0,3.0
3173,5.0,12.0,10.0,10.0,8.0
3174,3.0,11.0,8.0,13.0,5.0
3175,6.0,14.0,11.0,12.0,9.0
3176,7.0,12.0,9.0,12.0,6.0
3177,8.0,12.0,13.0,11.0,10.0
3178,8.0,13.0,3.0,10.0,16.0
3179,6.0,20.0,13.0,7.0,12.0
3180,6.0,9.0,15.0,11.0,12.0
3181,8.0,10.0,12.0,7.0,13.0
3182,8.0,5.0,10.0,9.0,13.0
3183,9.0,8.0,7.0,13.0,10.0
3184,10.0,7.0,10.0,14.0,10.0
3185,8.0,8.0,13.0,23.0,12.0
3186,6.0,8.0,13.0,16.0,11.0
3187,7.0,7.0,12.0,12.0,12.0
3188,4.0,7.0,21.0,10.0,12.0
3189,5.0,6.0,11.0,8.0,7.0
3190,5.0,7.0,11.0,7.0,10.0
3191,5.0,6.0,10.0,4.0,10.0
3192,3.0,8.0,10.0,3.0,6.0
3193,4.0,7.0,10.0,4.0,11.0
3194,4.0,7.0,4.0,6.0,7.0
3195,5.0,7.0,9.0,6.0,6.0
3196,6.0,8.0,8.0,10.0,5.0
3197,6.0,6.0,10.0,9.0,13.0
3198,5.0,8.0,11.0,9.0,4.0
3199,3.0,9.0,7.0,8.0,8.0
3200,5.0,10.0,12.0,13.0,11.0
3201,5.0,10.0,9.0,12.0,8.0
3202,6.0,14.0,12.0,16.0,8.0
3203,9.0,19.0,11.0,23.0,2.0
3204,7.0,16.0,4.0,19.0,11.0
3205,6.0,11.0,18.0,25.0,5.0
3206,7.0,12.0,20.0,22.0,10.0
3207,5.0,10.0,20.0,16.0,14.0
3208,4.0,10.0,18.0,13.0,5.0
3209,7.0,11.0,12.0,13.0,5.0
3210,7.0,10.0,7.0,9.0,10.0
3211,12.0,11.0,10.0,12.0,14.0
3212,7.0,9.0,7.0,10.0,8.0
3213,9.0,10.0,10.0,6.0,14.0
3214,8.0,8.0,13.0,3.0,11.0
3215,5.0,8.0,6.0,10.0,15.0
3216,5.0,7.0,10.0,9.0,10.0
3217,5.0,5.0,7.0,11.0,6.0
3218,5.0,5.0,7.0,10.0,1.0
3219,4.0,10.0,7.0,7.0,10.0
3220,6.0,7.0,7.0,11.0,7.0
3221,4.0,6.0,7.0,10.0,11.0
3222,5.0,6.0,1.0,9.0,8.0
3223,7.0,9.0,5.0,5.0,8.0
3224,7.0,10.0,14.0,19.0,8.0
3225,9.0,16.0,21.0,17.0,17.0
3226,10.0,19.0,26.0,23.0,14.0
3227,6.0,21.0,28.0,26.0,12.0
3228,11.0,20.0,29.0,25.0,14.0
3229,7.0,17.0,24.0,22.0,15.0
3230,7.0,16.0,19.0,25.0,12.0
3231,5.0,13.0,23.0,16.0,11.0
3232,5.0,13.0,21.0,14.0,10.0
3233,5.0,9.0,23.0,11.0,13.0
3234,6.0,8.0,13.0,13.0,9.0
3235,8.0,7.0,11.0,9.0,9.0
3236,7.0,22.0,8.0,6.0,4.0
3237,16.0,18.0,12.0,10.0,4.0
3238,4.0,5.0,9.0,10.0,5.0
3239,4.0,4.0,7.0,9.0,1.0
3240,3.0,6.0,4.0,5.0,4.0
3241,3.0,6.0,9.0,5.0,14.0
3242,3.0,6.0,5.0,14.0,5.0
3243,3.0,6.0,7.0,7.0,3.0
3244,2.0,6.0,4.0,8.0,9.0
3245,2.0,5.0,8.0,6.0,6.0
3246,2.0,7.0,5.0,7.0,6.0
3247,1.0,5.0,6.0,9.0,6.0
3248,4.0,8.0,11.0,10.0,6.0
3249,7.0,9.0,7.0,6.0,9.0
3250,9.0,10.0,7.0,11.0,4.0
3251,5.0,17.0,6.0,8.0,9.0
3252,10.0,12.0,10.0,14.0,8.0
3253,7.0,10.0,11.0,9.0,4.0
3254,13.0,11.0,14.0,13.0,7.0
3255,9.0,6.0,9.0,7.0,3.0
3256,4.0,6.0,13.0,15.0,10.0
3257,7.0,8.0,8.0,13.0,13.0
3258,6.0,7.0,8.0,8.0,10.0
3259,6.0,6.0,7.0,13.0,10.0
3260,4.0,2.0,12.0,7.0,7.0
3261,4.0,6.0,8.0,12.0,10.0
3262,4.0,5.0,5.0,9.0,4.0
3263,5.0,5.0,7.0,2.0,2.0
3264,4.0,7.0,2.0,8.0,7.0
3265,7.0,6.0,8.0,6.0,3.0
3266,6.0,5.0,10.0,1.0,8.0
3267,4.0,6.0,5.0,5.0,3.0
3268,5.0,7.0,3.0,6.0,3.0
3269,6.0,4.0,6.0,9.0,7.0
3270,7.0,5.0,17.0,5.0,5.0
3271,5.0,7.0,10.0,2.0,12.0
3272,9.0,9.0,9.0,13.0,11.0
3273,5.0,15.0,15.0,16.0,8.0
3274,7.0,13.0,14.0,14.0,14.0
3275,7.0,15.0,18.0,18.0,7.0
3276,8.0,15.0,13.0,17.0,11.0
3277,8.0,23.0,17.0,12.0,12.0
3278,3.0,20.0,23.0,18.0,12.0
3279,4.0,14.0,10.0,14.0,9.0
3280,5.0,13.0,10.0,13.0,8.0
3281,6.0,14.0,11.0,14.0,8.0
3282,6.0,10.0,11.0,11.0,4.0
3283,3.0,11.0,4.0,9.0,3.0
3284,4.0,9.0,16.0,12.0,8.0
3285,3.0,8.0,8.0,7.0,9.0
3286,2.0,5.0,7.0,4.0,4.0
3287,2.0,8.0,7.0,4.0,1.0
3288,2.0,4.0,1.0,2.0,1.0
3289,5.0,5.0,5.0,5.0,1.0
3290,5.0,3.0,6.0,5.0,4.0
3291,2.0,5.0,10.0,5.0,6.0
3292,3.0,5.0,6.0,5.0,2.0
3293,1.0,5.0,7.0,3.0,2.0
3294,2.0,5.0,6.0,4.0,3.0
3295,1.0,10.0,11.0,8.0,7.0
3296,8.0,9.0,10.0,6.0,7.0
3297,5.0,12.0,10.0,9.0,9.0
3298,8.0,12.0,7.0,9.0,11.0
3299,7.0,15.0,11.0,11.0,6.0
3300,11.0,15.0,10.0,10.0,5.0
3301,3.0,7.0,9.0,10.0,6.0
3302,2.0,7.0,7.0,6.0,8.0
3303,3.0,8.0,6.0,3.0,5.0
3304,4.0,2.0,7.0,5.0,4.0
3305,3.0,4.0,10.0,5.0,9.0
3306,3.0,6.0,6.0,5.0,4.0
3307,4.0,5.0,3.0,5.0,5.0
3308,3.0,5.0,1.0,5.0,1.0
3309,1.0,3.0,6.0,6.0,2.0
3310,1.0,1.0,2.0,6.0,1.0
3311,1.0,2.0,2.0,3.0,3.0
3312,1.0,2.0,8.0,3.0,5.0
3313,1.0,1.0,5.0,3.0,6.0
3314,1.0,2.0,2.0,6.0,4.0
3315,1.0,2.0,3.0,7.0,4.0
3316,1.0,1.0,3.0,3.0,6.0
3317,2.0,3.0,6.0,4.0,1.0
3318,2.0,1.0,4.0,3.0,6.0
3319,4.0,2.0,9.0,15.0,10.0
3320,11.0,14.0,16.0,21.0,16.0
3321,15.0,16.0,20.0,17.0,9.0
3322,15.0,18.0,17.0,20.0,16.0
3323,17.0,22.0,16.0,22.0,12.0
3324,16.0,24.0,23.0,22.0,14.0
3325,17.0,24.0,22.0,27.0,20.0
3326,25.0,26.0,25.0,24.0,24.0
3327,29.0,22.0,24.0,26.0,22.0
3328,27.0,27.0,25.0,30.0,25.0
3329,26.0,28.0,25.0,31.0,24.0
3330,22.0,29.0,29.0,37.0,18.0
3331,18.0,26.0,25.0,30.0,23.0
3332,19.0,24.0,28.0,27.0,23.0
3333,22.0,24.0,21.0,31.0,18.0
3334,19.0,23.0,26.0,28.0,24.0
3335,15.0,24.0,25.0,30.0,12.0
3336,8.0,25.0,27.0,32.0,24.0
3337,15.0,25.0,25.0,23.0,12.0
3338,11.0,21.0,21.0,30.0,16.0
3339,13.0,11.0,22.0,20.0,15.0
3340,12.0,10.0,19.0,22.0,16.0
3341,10.0,6.0,12.0,22.0,12.0
3342,7.0,8.0,25.0,17.0,13.0
3343,7.0,7.0,16.0,22.0,8.0
3344,8.0,15.0,16.0,22.0,7.0
3345,9.0,20.0,20.0,23.0,18.0
3346,11.0,18.0,17.0,18.0,15.0
3347,12.0,19.0,29.0,24.0,12.0
3348,4.0,19.0,27.0,9.0,14.0
3349,11.0,18.0,16.0,26.0,9.0
3350,3.0,17.0,15.0,17.0,13.0
3351,5.0,5.0,16.0,10.0,7.0
3352,3.0,3.0,16.0,18.0,9.0
3353,3.0,2.0,7.0,11.0,2.0
3354,2.0,4.0,16.0,16.0,4.0
3355,3.0,4.0,16.0,9.0,7.0
3356,2.0,6.0,11.0,11.0,2.0
3357,3.0,6.0,6.0,6.0,5.0
3358,2.0,5.0,6.0,6.0,6.0
3359,1.0,5.0,3.0,12.0,3.0
3360,2.0,3.0,1.0,3.0,3.0
3361,3.0,4.0,3.0,3.0,7.0
3362,1.0,4.0,8.0,5.0,9.0
3363,1.0,4.0,2.0,5.0,3.0
3364,1.0,6.0,5.0,5.0,7.0
3365,2.0,6.0,1.0,9.0,1.0
3366,3.0,7.0,1.0,11.0,3.0
3367,5.0,9.0,9.0,9.0,3.0
3368,4.0,11.0,9.0,4.0,10.0
3369,6.0,7.0,9.0,11.0,9.0
3370,4.0,13.0,4.0,8.0,8.0
3371,9.0,9.0,7.0,13.0,6.0
3372,9.0,12.0,4.0,6.0,1.0
3373,11.0,8.0,4.0,7.0,9.0
3374,16.0,6.0,4.0,2.0,8.0
3375,12.0,7.0,10.0,2.0,5.0
3376,11.0,4.0,6.0,2.0,3.0
3377,12.0,6.0,10.0,4.0,7.0
3378,10.0,6.0,7.0,3.0,3.0
3379,7.0,5.0,7.0,4.0,7.0
3380,6.0,5.0,3.0,6.0,11.0
3381,8.0,6.0,7.0,4.0,2.0
3382,7.0,7.0,7.0,2.0,8.0
3383,7.0,4.0,7.0,8.0,1.0
3384,5.0,4.0,1.0,1.0,4.0
3385,7.0,4.0,3.0,5.0,7.0
3386,7.0,4.0,2.0,1.0,7.0
3387,3.0,4.0,7.0,1.0,6.0
3388,1.0,3.0,1.0,5.0,10.0
3389,1.0,2.0,6.0,7.0,3.0
3390,1.0,3.0,9.0,6.0,1.0
3391,1.0,3.0,5.0,7.0,8.0
3392,1.0,2.0,2.0,7.0,9.0
3393,1.0,2.0,7.0,10.0,1.0
3394,2.0,1.0,13.0,4.0,7.0
3395,5.0,3.0,5.0,2.0,5.0
3396,4.0,5.0,4.0,4.0,1.0
3397,5.0,2.0,4.0,6.0,8.0
3398,4.0,5.0,1.0,9.0,1.0
3399,6.0,6.0,5.0,5.0,8.0
3400,4.0,6.0,5.0,2.0,5.0
3401,5.0,5.0,5.0,2.0,7.0
3402,4.0,4.0,7.0,6.0,3.0
3403,4.0,4.0,10.0,5.0,7.0
3404,5.0,6.0,11.0,9.0,9.0
3405,8.0,7.0,7.0,10.0,6.0
3406,7.0,6.0,6.0,9.0,10.0
3407,7.0,6.0,6.0,3.0,4.0
3408,6.0,6.0,7.0,7.0,4.0
3409,6.0,5.0,3.0,13.0,2.0
3410,4.0,4.0,8.0,7.0,7.0
3411,4.0,6.0,3.0,3.0,9.0
3412,4.0,5.0,5.0,10.0,3.0
3413,4.0,6.0,11.0,5.0,1.0
3414,2.0,8.0,8.0,15.0,6.0
3415,7.0,9.0,16.0,15.0,14.0
3416,14.0,12.0,14.0,25.0,8.0
3417,9.0,14.0,8.0,17.0,6.0
3418,4.0,12.0,1.0,18.0,7.0
3419,3.0,10.0,15.0,15.0,1.0
3420,4.0,13.0,9.0,11.0,8.0
3421,1.0,14.0,10.0,6.0,5.0
3422,1.0,16.0,10.0,5.0,3.0
3423,4.0,6.0,6.0,7.0,4.0
3424,6.0,4.0,10.0,5.0,6.0
3425,4.0,5.0,6.0,3.0,3.0
3426,4.0,3.0,5.0,7.0,4.0
3427,4.0,7.0,7.0,6.0,5.0
3428,3.0,8.0,3.0,9.0,2.0
3429,4.0,5.0,4.0,11.0,7.0
3430,4.0,6.0,8.0,10.0,4.0
3431,4.0,4.0,10.0,2.0,8.0
3432,3.0,5.0,10.0,5.0,10.0
3433,4.0,3.0,4.0,9.0,4.0
3434,4.0,4.0,5.0,12.0,6.0
3435,6.0,4.0,5.0,8.0,4.0
3436,6.0,4.0,3.0,8.0,6.0
3437,7.0,7.0,4.0,12.0,9.0
3438,7.0,6.0,3.0,5.0,8.0
3439,5.0,5.0,8.0,9.0,4.0
3440,4.0,5.0,8.0,5.0,1.0
3441,4.0,4.0,8.0,3.0,6.0
3442,6.0,4.0,3.0,3.0,4.0
3443,7.0,4.0,6.0,3.0,1.0
3444,9.0,3.0,7.0,9.0,2.0
3445,15.0,8.0,7.0,4.0,4.0
3446,4.0,4.0,12.0,12.0,16.0
3447,1.0,3.0,13.0,13.0,8.0
3448,2.0,4.0,16.0,13.0,9.0
3449,3.0,4.0,10.0,7.0,5.0
3450,3.0,4.0,8.0,12.0,8.0
3451,4.0,8.0,12.0,12.0,13.0
3452,5.0,11.0,11.0,14.0,6.0
3453,4.0,11.0,10.0,9.0,7.0
3454,4.0,10.0,8.0,14.0,4.0
3455,5.0,11.0,6.0,10.0,6.0
3456,3.0,11.0,12.0,7.0,4.0
3457,2.0,8.0,1.0,3.0,5.0
3458,2.0,9.0,9.0,15.0,4.0
3459,3.0,10.0,13.0,15.0,11.0
3460,3.0,9.0,14.0,15.0,12.0
3461,4.0,10.0,11.0,9.0,7.0
3462,3.0,13.0,19.0,3.0,8.0
3463,2.0,14.0,17.0,3.0,12.0
3464,7.0,14.0,18.0,4.0,9.0
3465,4.0,15.0,9.0,4.0,9.0
3466,2.0,15.0,9.0,4.0,7.0
3467,1.0,18.0,10.0,9.0,8.0
3468,1.0,11.0,12.0,7.0,1.0
3469,4.0,14.0,10.0,2.0,2.0
3470,3.0,14.0,12.0,3.0,7.0
3471,6.0,10.0,9.0,12.0,11.0
3472,5.0,8.0,6.0,7.0,9.0
3473,8.0,6.0,6.0,8.0,10.0
3474,5.0,6.0,13.0,2.0,8.0
3475,7.0,7.0,12.0,4.0,8.0
3476,5.0,4.0,6.0,8.0,4.0
3477,4.0,3.0,10.0,9.0,6.0
3478,4.0,5.0,7.0,6.0,7.0
3479,3.0,5.0,5.0,6.0,7.0
3480,5.0,6.0,6.0,5.0,10.0
3481,3.0,6.0,6.0,8.0,7.0
3482,3.0,6.0,6.0,3.0,8.0
3483,3.0,7.0,8.0,6.0,7.0
3484,2.0,6.0,6.0,6.0,3.0
3485,2.0,5.0,6.0,4.0,9.0
3486,3.0,4.0,10.0,8.0,4.0
3487,1.0,6.0,15.0,6.0,7.0
3488,3.0,7.0,9.0,7.0,8.0
3489,4.0,12.0,17.0,4.0,8.0
3490,1.0,16.0,7.0,6.0,5.0
3491,3.0,15.0,11.0,12.0,7.0
3492,2.0,13.0,4.0,7.0,1.0
3493,4.0,6.0,5.0,6.0,3.0
3494,1.0,3.0,2.0,3.0,1.0
3495,1.0,2.0,2.0,1.0,1.0
3496,1.0,6.0,10.0,4.0,3.0
3497,1.0,10.0,3.0,3.0,12.0
3498,2.0,6.0,6.0,2.0,8.0
3499,3.0,5.0,7.0,9.0,10.0
3500,2.0,3.0,9.0,5.0,1.0
3501,2.0,3.0,13.0,8.0,3.0
3502,1.0,4.0,5.0,7.0,5.0
3503,3.0,6.0,7.0,3.0,6.0
3504,1.0,7.0,3.0,3.0,5.0
3505,2.0,5.0,2.0,1.0,8.0
3506,1.0,4.0,6.0,6.0,1.0
3507,2.0,5.0,5.0,3.0,4.0
3508,2.0,4.0,6.0,2.0,6.0
3509,2.0,4.0,11.0,2.0,2.0
3510,1.0,3.0,6.0,5.0,2.0
3511,3.0,10.0,13.0,1.0,1.0
3512,4.0,10.0,10.0,1.0,9.0
3513,4.0,17.0,6.0,5.0,1.0
3514,4.0,11.0,8.0,10.0,4.0
3515,3.0,10.0,10.0,3.0,6.0
3516,3.0,9.0,6.0,11.0,5.0
3517,1.0,9.0,11.0,6.0,10.0
3518,3.0,5.0,12.0,4.0,10.0
3519,4.0,6.0,15.0,10.0,6.0
3520,4.0,8.0,13.0,9.0,10.0
3521,5.0,10.0,12.0,4.0,5.0
3522,4.0,6.0,16.0,7.0,9.0
3523,4.0,7.0,10.0,8.0,13.0
3524,4.0,7.0,12.0,9.0,2.0
3525,11.0,7.0,5.0,2.0,4.0
3526,6.0,8.0,7.0,5.0,7.0
3527,4.0,6.0,11.0,6.0,6.0
3528,2.0,6.0,3.0,6.0,6.0
3529,4.0,4.0,4.0,4.0,5.0
3530,3.0,4.0,7.0,8.0,1.0
3531,3.0,5.0,12.0,5.0,8.0
3532,3.0,6.0,3.0,1.0,6.0
3533,2.0,5.0,3.0,2.0,4.0
3534,1.0,7.0,7.0,11.0,6.0
3535,2.0,12.0,5.0,8.0,11.0
3536,4.0,18.0,15.0,7.0,8.0
3537,8.0,15.0,9.0,8.0,11.0
3538,1.0,13.0,15.0,19.0,9.0
3539,6.0,11.0,13.0,18.0,7.0
3540,1.0,7.0,10.0,8.0,4.0
3541,2.0,10.0,12.0,15.0,17.0
3542,2.0,9.0,18.0,9.0,12.0
3543,4.0,8.0,8.0,8.0,7.0
3544,4.0,4.0,6.0,7.0,5.0
3545,6.0,4.0,11.0,13.0,6.0
3546,6.0,4.0,7.0,15.0,3.0
3547,7.0,4.0,3.0,7.0,4.0
3548,7.0,8.0,7.0,8.0,7.0
3549,9.0,7.0,12.0,12.0,1.0
3550,7.0,5.0,11.0,12.0,11.0
3551,6.0,7.0,7.0,1.0,6.0
3552,3.0,6.0,7.0,9.0,3.0
3553,4.0,5.0,4.0,8.0,1.0
3554,6.0,4.0,2.0,5.0,3.0
3555,4.0,4.0,9.0,7.0,5.0
3556,4.0,6.0,5.0,5.0,8.0
3557,3.0,5.0,10.0,4.0,5.0
3558,4.0,6.0,4.0,12.0,3.0
3559,11.0,6.0,5.0,5.0,8.0
3560,9.0,7.0,4.0,9.0,26.0
3561,12.0,5.0,4.0,12.0,9.0
3562,15.0,7.0,10.0,12.0,10.0
3563,15.0,9.0,4.0,8.0,3.0
3564,9.0,6.0,10.0,14.0,10.0
3565,16.0,6.0,9.0,6.0,5.0
3566,16.0,8.0,8.0,3.0,8.0
3567,9.0,6.0,12.0,9.0,10.0
3568,9.0,4.0,8.0,11.0,9.0
3569,7.0,6.0,10.0,6.0,3.0
3570,6.0,7.0,9.0,10.0,4.0
3571,5.0,8.0,15.0,6.0,7.0
3572,6.0,7.0,6.0,12.0,8.0
3573,7.0,7.0,12.0,4.0,5.0
3574,7.0,8.0,8.0,6.0,1.0
3575,3.0,6.0,4.0,3.0,12.0
3576,4.0,6.0,8.0,3.0,5.0
3577,4.0,6.0,3.0,3.0,7.0
3578,4.0,6.0,6.0,7.0,9.0
3579,4.0,6.0,8.0,7.0,12.0
3580,4.0,7.0,8.0,6.0,11.0
3581,5.0,7.0,14.0,8.0,5.0
3582,4.0,6.0,8.0,6.0,6.0
3583,4.0,5.0,5.0,9.0,4.0
3584,5.0,6.0,11.0,4.0,4.0
3585,10.0,8.0,9.0,5.0,5.0
3586,9.0,6.0,11.0,5.0,6.0
3587,7.0,9.0,9.0,1.0,7.0
3588,8.0,10.0,9.0,4.0,6.0
3589,11.0,8.0,5.0,4.0,7.0
3590,14.0,4.0,9.0,2.0,6.0
3591,13.0,5.0,6.0,9.0,9.0
3592,14.0,4.0,5.0,5.0,10.0
3593,5.0,4.0,6.0,1.0,2.0
3594,8.0,4.0,3.0,1.0,5.0
3595,7.0,2.0,6.0,6.0,7.0
3596,5.0,4.0,6.0,3.0,1.0
3597,7.0,4.0,5.0,8.0,7.0
3598,9.0,5.0,5.0,8.0,8.0
3599,6.0,3.0,10.0,3.0,6.0
3600,2.0,3.0,6.0,3.0,6.0
3601,4.0,5.0,6.0,2.0,5.0
3602,2.0,4.0,5.0,2.0,3.0
3603,1.0,3.0,5.0,1.0,1.0
3604,1.0,4.0,5.0,3.0,8.0
3605,1.0,3.0,6.0,5.0,5.0
3606,1.0,5.0,2.0,5.0,7.0
3607,2.0,4.0,3.0,1.0,1.0
3608,2.0,3.0,7.0,4.0,4.0
3609,1.0,4.0,1.0,7.0,3.0
3610,1.0,2.0,5.0,1.0,3.0
3611,2.0,6.0,5.0,5.0,5.0
3612,2.0,11.0,2.0,4.0,3.0
3613,1.0,1.0,4.0,5.0,2.0
3614,4.0,7.0,5.0,5.0,10.0
3615,6.0,8.0,6.0,9.0,3.0
3616,3.0,8.0,3.0,8.0,8.0
3617,4.0,7.0,4.0,8.0,6.0
3618,3.0,1.0,2.0,8.0,3.0
3619,3.0,5.0,2.0,8.0,5.0
3620,3.0,6.0,2.0,8.0,9.0
3621,4.0,5.0,1.0,2.0,5.0
3622,6.0,4.0,10.0,2.0,4.0
3623,6.0,6.0,9.0,9.0,8.0
3624,3.0,6.0,13.0,1.0,4.0
3625,7.0,5.0,8.0,5.0,5.0
3626,9.0,7.0,4.0,12.0,5.0
3627,9.0,9.0,11.0,9.0,10.0
3628,5.0,10.0,6.0,2.0,7.0
3629,7.0,6.0,4.0,9.0,1.0
3630,8.0,7.0,4.0,1.0,8.0
3631,7.0,4.0,10.0,5.0,9.0
3632,13.0,6.0,10.0,9.0,12.0
3633,14.0,13.0,12.0,10.0,13.0
3634,10.0,9.0,6.0,10.0,11.0
3635,6.0,4.0,2.0,9.0,3.0
3636,2.0,8.0,7.0,9.0,4.0
3637,2.0,8.0,1.0,5.0,7.0
3638,6.0,5.0,3.0,7.0,2.0
3639,3.0,5.0,7.0,7.0,1.0
3640,4.0,5.0,12.0,3.0,9.0
3641,4.0,5.0,8.0,8.0,9.0
3642,6.0,1.0,10.0,3.0,3.0
3643,7.0,3.0,13.0,8.0,17.0
3644,7.0,7.0,14.0,10.0,5.0
3645,6.0,10.0,9.0,8.0,9.0
3646,5.0,10.0,9.0,15.0,1.0
3647,6.0,13.0,15.0,8.0,6.0
3648,7.0,13.0,15.0,9.0,9.0
3649,6.0,10.0,15.0,15.0,7.0
3650,8.0,11.0,11.0,12.0,11.0
3651,7.0,12.0,10.0,13.0,11.0
3652,6.0,8.0,17.0,15.0,17.0
3653,7.0,11.0,12.0,11.0,10.0
3654,7.0,12.0,12.0,18.0,15.0
3655,9.0,14.0,13.0,14.0,10.0
3656,10.0,17.0,12.0,16.0,9.0
3657,11.0,14.0,17.0,16.0,9.0
3658,11.0,13.0,12.0,11.0,16.0
3659,10.0,15.0,20.0,17.0,14.0
3660,11.0,16.0,19.0,21.0,11.0
3661,12.0,14.0,17.0,21.0,12.0
3662,13.0,19.0,27.0,20.0,15.0
3663,13.0,16.0,18.0,12.0,12.0
3664,14.0,14.0,16.0,23.0,17.0
3665,12.0,16.0,16.0,16.0,13.0
3666,14.0,13.0,12.0,15.0,12.0
3667,12.0,15.0,17.0,9.0,10.0
3668,11.0,10.0,14.0,11.0,11.0
3669,9.0,12.0,12.0,7.0,7.0
3670,9.0,13.0,10.0,8.0,11.0
3671,9.0,12.0,14.0,15.0,7.0
3672,9.0,11.0,11.0,10.0,10.0
3673,7.0,11.0,16.0,8.0,6.0
3674,8.0,11.0,13.0,12.0,12.0
3675,7.0,10.0,13.0,13.0,8.0
3676,6.0,12.0,12.0,14.0,12.0
